WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.AVS/privateClouds/scriptPackages/scriptCmdlets,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/dhcpConfigurations,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/dnsServices,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/dnsZones,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/gateways,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/portMirroringProfiles,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/publicIPs,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/segments,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/virtualMachines,null,No
no,Microsoft.AVS/privateClouds/workloadNetworks/vmGroups,null,No
no,Microsoft.AwsConnector/Locations,null,No
no,Microsoft.AwsConnector/Operations,null,No
no,Microsoft.AzureActiveDirectory/ciamDirectories,null,No
no,Microsoft.AzureActiveDirectory/guestUsages,null,No
no,Microsoft.AzureActiveDirectory/b2cDirectories,null,No
no,Microsoft.AzureActiveDirectory/checkNameAvailability,null,No
no,Microsoft.AzureActiveDirectory/operations,null,No
no,Microsoft.AzureActiveDirectory/b2ctenants,null,No
no,Microsoft.AzureActiveDirectory/operationStatuses,null,No
no,Microsoft.AzureArcData/Locations,null,No
no,Microsoft.AzureArcData/Locations/OperationStatuses,null,No
no,Microsoft.AzureArcData/DataControllers,null,No
no,Microsoft.AzureArcData/SqlManagedInstances,null,No
no,Microsoft.AzureArcData/PostgresInstances,null,No
yes,Microsoft.AzureArcData/SqlServerInstances,Sql Server Instance,Yes
no,Microsoft.AzureArcData/Operations,null,No
no,Microsoft.AzureArcData/DataControllers/ActiveDirectoryConnectors,null,No
no,Microsoft.AzureArcData/SqlServerInstances/Databases,null,No
no,Microsoft.AzureArcData/SqlManagedInstances/FailoverGroups,null,No
no,Microsoft.AzureArcData/SqlServerInstances/AvailabilityGroups,null,No
no,Microsoft.AzureArcData/SqlServerLicenses,null,No
no,Microsoft.AzureFleet/locations,null,No
yes,Microsoft.AzureLargeInstance/azureLargeInstances,Azure Large Instances,No
yes,Microsoft.AzureLargeInstance/azureLargeStorageInstances,Azure Large Storage Instances,No
no,Microsoft.AzureLargeInstance/locations,null,No
no,Microsoft.AzureLargeInstance/locations/operationsStatus,null,No
no,Microsoft.AzureLargeInstance/operations,null,No
no,Microsoft.AzurePercept/checkNameAvailability,null,No
no,Microsoft.AzurePercept/operations,null,No
no,Microsoft.AzurePlaywrightService/operations,null,No
no,Microsoft.AzurePlaywrightService/checkNameAvailability,null,No
no,Microsoft.AzurePlaywrightService/Locations,null,No
no,Microsoft.AzurePlaywrightService/Locations/OperationStatuses,null,No
no,Microsoft.AzurePlaywrightService/accounts,null,No
no,Microsoft.AzurePlaywrightService/registeredSubscriptions,null,No
no,Microsoft.AzurePlaywrightService/Locations/Quotas,null,No
no,Microsoft.AzureScan/scanningAccounts,null,No
no,Microsoft.AzureScan/locations,null,No
no,Microsoft.AzureScan/locations/OperationStatuses,null,No
no,Microsoft.AzureScan/Operations,null,No
no,Microsoft.AzureScan/checkNameAvailability,null,No
no,Microsoft.AzureSphere/catalogs,null,No
no,Microsoft.AzureSphere/catalogs/products,null,No
no,Microsoft.AzureSphere/catalogs/products/devicegroups,null,No
no,Microsoft.AzureSphere/locations,null,No
no,Microsoft.AzureSphere/catalogs/certificates,null,No
no,Microsoft.AzureSphere/catalogs/images,null,No
no,Microsoft.AzureSphere/operations,null,No
no,Microsoft.AzureSphere/locations/operationStatuses,null,No
no,Microsoft.AzureSphere/catalogs/products/devicegroups/devices,null,No
no,Microsoft.AzureSphere/catalogs/products/devicegroups/deployments,null,No
no,Microsoft.AzureStack/operations,null,No
no,Microsoft.AzureStack/registrations,null,No
no,Microsoft.AzureStack/registrations/products,null,No
no,Microsoft.AzureStack/registrations/customerSubscriptions,null,No
no,Microsoft.AzureStack/cloudManifestFiles,null,No
no,Microsoft.AzureStack/linkedSubscriptions,null,No
no,Microsoft.AzureStack/generateDeploymentLicense,null,No
no,Microsoft.AzureStackHCI/operations,null,No
no,Microsoft.AzureStackHCI/locations,null,No
no,Microsoft.AzureStackHCI/locations/operationstatuses,null,No
no,Microsoft.AzureStackHCI/galleryImages,null,No
no,Microsoft.AzureStackHCI/networkInterfaces,null,No
no,Microsoft.AzureStackHCI/virtualMachines,Azure Stack HCI Virtual Machines,No
no,Microsoft.AzureStackHCI/virtualNetworks,null,No
no,Microsoft.AzureStackHCI/virtualHardDisks,null,No
yes,Microsoft.AzureStackHCI/clusters,Azure Stack HCI,Yes
no,Microsoft.AzureStackHCI/clusters/arcSettings,null,No
no,Microsoft.AzureStackHCI/clusters/arcSettings/extensions,null,No
no,Microsoft.AzureStackHCI/virtualMachines/extensions,null,No
no,Microsoft.AzureStackHCI/virtualMachines/hybrididentitymetadata,null,No
no,Microsoft.AzureStackHCI/clusters/publishers,null,No
no,Microsoft.AzureStackHCI/clusters/offers,null,No
no,Microsoft.AzureStackHCI/clusters/publishers/offers,null,No
no,Microsoft.AzureStackHCI/clusters/publishers/offers/skus,null,No
no,Microsoft.AzureStackHCI/marketplaceGalleryImages,null,No
no,Microsoft.AzureStackHCI/storageContainers,null,No
no,Microsoft.AzureStackHCI/clusters/updates,null,No
no,Microsoft.AzureStackHCI/clusters/updates/updateRuns,null,No
no,Microsoft.AzureStackHCI/clusters/updateSummaries,null,No
no,Microsoft.AzureStackHCI/registeredSubscriptions,null,No
no,Microsoft.AzureStackHCI/virtualMachineInstances,Azure Stack HCI Virtual Machine Instances,No
no,Microsoft.AzureStackHCI/clusters/deploymentSettings,null,No
no,Microsoft.AzureStackHCI/edgeDevices,null,No
no,Microsoft.AzureStackHCI/logicalNetworks,null,No
no,Microsoft.AzureStackHCI/clusters/securitySettings,null,No
no,Microsoft.BackupSolutions/VMwareApplications,null,No
no,Microsoft.BackupSolutions/locations,null,No
no,Microsoft.BackupSolutions/locations/operationstatuses,null,No
no,Microsoft.BackupSolutions/operations,null,No
no,Microsoft.BareMetal/bareMetalConnections,null,No
no,Microsoft.BareMetal/operations,null,No
no,Microsoft.BareMetal/locations,null,No
no,Microsoft.BareMetal/locations/operationResults,null,No
no,Microsoft.BareMetal/utilization,null,No
yes,Microsoft.BareMetalInfrastructure/bareMetalInstances,Baremetal Instances,No
yes,Microsoft.BareMetalInfrastructure/bareMetalStorageInstances,Baremetal Storage Instances,No
no,Microsoft.BareMetalInfrastructure/locations,null,No
no,Microsoft.BareMetalInfrastructure/locations/operationsStatus,null,No
no,Microsoft.BareMetalInfrastructure/operations,null,No
yes,Microsoft.Batch/batchAccounts,Batch Accounts,Yes
no,Microsoft.Batch/batchAccounts/pools,null,No
no,Microsoft.Batch/batchAccounts/detectors,null,No
no,Microsoft.Batch/batchAccounts/certificates,null,No
no,Microsoft.Batch/batchAccounts/operationResults,null,No
no,Microsoft.Batch/batchAccounts/poolOperationResults,null,No
no,Microsoft.Batch/batchAccounts/certificateOperationResults,null,No
no,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxyResults,null,No
no,Microsoft.Batch/batchAccounts/privateEndpointConnectionResults,null,No
no,Microsoft.Batch/operations,null,No
no,Microsoft.Batch/locations,null,No
no,Microsoft.Batch/locations/quotas,null,No
no,Microsoft.Batch/locations/checkNameAvailability,null,No
no,Microsoft.Batch/locations/accountOperationResults,null,No
no,Microsoft.Batch/locations/virtualMachineSkus,null,No
no,Microsoft.Batch/locations/cloudServiceSkus,null,No
no,Microsoft.Billing/billingPeriods,null,No
no,Microsoft.Billing/invoices,null,No
no,Microsoft.Billing/enrollmentAccounts,null,No
no,Microsoft.Billing/permissionRequests,null,No
no,Microsoft.Billing/billingAccounts/permissionRequests,null,No
no,Microsoft.Billing/billingAccounts/associatedTenants,null,No
no,Microsoft.Billing/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingRoleAssignments,null,No
no,Microsoft.Billing/createBillingRoleAssignment,null,No
no,Microsoft.Billing/billingAccounts/createBillingRoleAssignment,null,No
no,Microsoft.Billing/billingAccounts/signAgreement,null,No
no,Microsoft.Billing/billingAccounts/previewAgreements,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/createBillingRoleAssignment,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/createBillingRoleAssignment,null,No
no,Microsoft.Billing/billingAccounts/customers/createBillingRoleAssignment,null,No
no,Microsoft.Billing/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts,null,No
no,Microsoft.Billing/billingAccounts/billingProfilesSummaries,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/customers,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/customers,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/instructions,null,No
no,Microsoft.Billing/billingAccounts/customers/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/customers/products,null,No
no,Microsoft.Billing/billingAccounts/customers/transactions,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/customers/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/customers/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/customers/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/customers/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/elevate,null,No
no,Microsoft.Billing/billingAccounts/createInvoiceSectionOperations,null,No
no,Microsoft.Billing/billingAccounts/patchOperations,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/patchOperations,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/productMoveOperations,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptionMoveOperations,null,No
no,Microsoft.Billing/billingAccounts/listInvoiceSectionsWithCreateSubscriptionPermission,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles,null,No
no,Microsoft.Billing/billingAccounts/BillingProfiles/patchOperations,null,No
no,Microsoft.Billing/departments,null,No
no,Microsoft.Billing/billingAccounts/departments,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments,null,No
no,Microsoft.Billing/billingAccounts/notificationContacts,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/notificationContacts,null,No
no,Microsoft.Billing/billingAccounts/departments/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/departments/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/departments/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/enrollmentAccounts,null,No
no,Microsoft.Billing/billingAccounts/departments/enrollmentAccounts,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/enrollmentAccounts,null,No
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingRoleDefinitions,null,No
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingRoleAssignments,null,No
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts/billingPermissions,null,No
no,Microsoft.Billing/billingAccounts/enrollmentAccounts/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/departments/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/paymentMethods,null,No
no,Microsoft.Billing/billingAccounts/availableBalance,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/availableBalance,null,No
no,Microsoft.Billing/billingAccounts/invoices,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices,null,No
no,Microsoft.Billing/billingAccounts/transactions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/transactions,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/transactions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/transactions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices/transactions,null,No
no,Microsoft.Billing/billingAccounts/invoices/transactions,null,No
no,Microsoft.Billing/billingAccounts/invoices/summary,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/validateDeleteBillingProfileEligibility,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/validateDeleteInvoiceSectionEligibility,null,No
no,Microsoft.Billing/billingAccounts/invoices/transactionSummary,null,No
no,Microsoft.Billing/billingAccounts/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/billingSubscriptionAliases,null,No
no,Microsoft.Billing/billingAccounts/billingSubscriptions/invoices,null,No
no,Microsoft.Billing/billingAccounts/billingSubscriptions/policies,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/departments/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/enrollmentAccounts/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/billingSubscriptions,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/products,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/products/updateAutoRenew,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products/updateAutoRenew,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/products,null,No
no,Microsoft.Billing/billingAccounts/products,null,No
no,Microsoft.Billing/operations,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/initiateTransfer,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/initiateTransfer,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/transfers,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/transfers,null,No
no,Microsoft.Billing/transfers/acceptTransfer,null,No
no,Microsoft.Billing/transfers,null,No
no,Microsoft.Billing/transfers/declineTransfer,null,No
no,Microsoft.Billing/transfers/validateTransfer,null,No
no,Microsoft.Billing/billingAccounts/customers/initiateTransfer,null,No
no,Microsoft.Billing/billingAccounts/customers/transfers,null,No
no,Microsoft.Billing/billingAccounts/customers/transferSupportedAccounts,null,No
no,Microsoft.Billing/billingProperty,null,No
no,Microsoft.Billing/policies,null,No
no,Microsoft.Billing/billingAccounts/policies,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/policies,null,No
no,Microsoft.Billing/billingAccounts/customers/policies,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoices/pricesheet,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/pricesheet,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/billingSubscriptions/transfer,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/products/transfer,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/invoiceSections/products/transfer,null,No
no,Microsoft.Billing/billingAccounts/invoiceSections/productTransfersResults,null,No
no,Microsoft.Billing/billingAccounts/agreements,null,No
no,Microsoft.Billing/billingAccounts/lineOfCredit,null,No
no,Microsoft.Billing/billingAccounts/paymentMethods,null,No
no,Microsoft.Billing/paymentMethods,null,No
no,Microsoft.Billing/billingAccounts/billingProfiles/paymentMethodLinks,null,No
no,Microsoft.Billing/billingAccounts/payableOverage,null,No
no,Microsoft.Billing/billingAccounts/payNow,null,No
no,Microsoft.Billing/billingAccounts/reservationOrders,null,No
